date,agegrp,pi_uc,resp_uc,resp_cardio_uc,natural,population,perc_pos_flu,perc_pos_fluAh1n1,perc_pos_fluAh3n2,perc_pos_fluB,perc_pos_rsv
10/23/2011,60+ yrs,180,421,1461,3460,4140047,0.104457852,8.67E-18,0.022370005,0.082087847,0.03742249
11/13/2011,60+ yrs,180,430,1467,3360,4140047,0.067663817,0.006026365,0.012972685,0.048664767,0.033890505
6/3/2012,60+ yrs,180,448,1573,3633,4264528,0.101285458,8.67E-18,0.064202635,0.037082823,0.093145513
4/28/2013,60+ yrs,180,424,1505,3561,4391538,0.135174237,0.119597812,0.003292806,0.012283619,0.165059077
5/26/2013,60+ yrs,180,465,1599,3552,4391538,0.33826173,0.313579892,0.013809769,0.010872069,0.062563449
5/16/2010,60+ yrs,182,437,1537,3466,4024870,0.015235836,0.005899705,0.002949853,0.006386279,0.171518505
5/17/2009,60+ yrs,183,437,1588,3636,3923521,0.183434343,0,0.177878788,0.005555556,0.094343434
8/25/2013,60+ yrs,183,473,1624,3718,4391538,0.23467105,0.02298921,0.118631453,0.093050387,0.022553988
10/6/2013,60+ yrs,183,455,1472,3549,4391538,0.163292766,0.006705839,0.029807809,0.126779117,0.025644515
6/1/2014,60+ yrs,183,480,1664,3856,4527167,0.160934375,0.016450348,0.13703169,0.007452337,0.025308375
8/31/2014,60+ yrs,183,514,1773,3998,4527167,0.159403417,0.005920478,0.060158361,0.093324577,0.005463793
5/2/2010,60+ yrs,184,436,1585,3684,4024870,0.068575967,0.018319577,0.017143992,0.033112398,0.236755378
9/26/2010,60+ yrs,184,436,1458,3341,4024870,0.155757534,0.06270046,0.024455936,0.068601138,0.009157509
7/29/2012,60+ yrs,184,518,1747,3905,4264528,0.33623065,8.67E-18,0.235606103,0.100624547,0.048662841
5/5/2013,60+ yrs,184,436,1543,3595,4391538,0.192067434,0.180156494,0.005325327,0.006585613,0.136117377
10/10/2010,60+ yrs,185,443,1561,3496,4024870,0.107278604,0.03809045,0.017318681,0.051869473,0.011824176
8/28/2011,60+ yrs,185,493,1668,3597,4140047,0.164001589,0.007097933,0.085250914,0.071652743,0.061642071
7/8/2012,60+ yrs,185,540,1814,3978,4264528,0.243118467,0.001594388,0.171341917,0.070182163,0.078760163
8/10/2014,60+ yrs,185,502,1683,3928,4527167,0.287683643,0.027316213,0.170490335,0.089877094,0.004929002
9/11/2016,60+ yrs,185,483,1628,3762,4806961,0.269112362,0.156297844,0.084998464,0.027816055,0.038191803
6/25/2017,60+ yrs,185,529,1883,4360,4950886,0.345005725,0.031307933,0.300048826,0.013648966,0.110194365
5/8/2011,60+ yrs,186,439,1572,3615,4140047,0.196996577,0.177000513,0.016289289,0.003706775,0.143462417
11/15/2009,60+ yrs,187,420,1481,3397,3923521,0.016323935,1.50E-17,4.63E-18,5.78E-19,0.016144933
7/19/2015,60+ yrs,187,514,1819,4076,4665551,0.08436203,0.013062331,0.015338753,0.055960946,0.058271522
4/19/2009,60+ yrs,188,444,1405,3266,3923521,0.05445762,0,0.05445762,0,0.374176548
8/26/2012,60+ yrs,188,494,1606,3674,4264528,0.363623652,8.67E-18,0.118228884,0.245394768,0.05724116
5/24/2015,60+ yrs,188,500,1694,3835,4665551,0.394161922,0.19071494,0.174342125,0.029104857,0.126272429
8/23/2015,60+ yrs,188,437,1608,3685,4665551,0.07935244,0.007145816,0.004901961,0.067304663,0.031295836
10/8/2017,60+ yrs,188,479,1698,3964,4950886,0.110198944,0.008195371,0.00483498,0.097168592,0.015377769
10/4/2009,60+ yrs,189,526,1592,3534,3923521,0.042104608,0.024241515,4.63E-18,0.017863093,0.010395076
9/11/2011,60+ yrs,189,489,1577,3547,4140047,0.208946664,0.0022577,0.093548024,0.113140939,0.048019093
5/29/2016,60+ yrs,189,482,1786,4085,4806961,0.19671202,0.005324782,0.023331817,0.168055421,0.249263236
8/14/2016,60+ yrs,189,527,1888,4250,4806961,0.326006512,0.128725041,0.135338589,0.061942883,0.029500671
8/21/2016,60+ yrs,189,569,1802,4084,4806961,0.345415795,0.146868501,0.153435166,0.045112128,0.021882293
9/4/2016,60+ yrs,189,523,1777,4093,4806961,0.343622166,0.186549945,0.114441352,0.04263087,0.039047701
9/9/2012,60+ yrs,190,469,1580,3611,4264528,0.269660079,8.67E-18,0.057304472,0.212355607,0.08275915
4/26/2009,60+ yrs,191,454,1535,3475,3923521,0.070450886,0,0.070450886,0,0.290001464
6/24/2012,60+ yrs,191,512,1768,3913,4264528,0.235931919,0.003166715,0.165701208,0.067063996,0.104965842
7/12/2015,60+ yrs,192,530,1830,4097,4665551,0.097864565,0.028130676,0.030407099,0.03932679,0.072488403
7/10/2016,60+ yrs,192,536,1970,4402,4806961,0.270895655,0.028666125,0.119066347,0.123163184,0.087250682
9/27/2009,60+ yrs,193,454,1505,3429,3923521,0.052636954,0.028433521,0.006048387,0.018155046,0.013039179
5/23/2010,60+ yrs,193,472,1575,3481,4024870,0.003436426,1.50E-17,4.63E-18,0.003436426,0.169893076
8/6/2017,60+ yrs,193,529,1791,4127,4950886,0.308529116,0.018400367,0.240590815,0.049537934,0.051396642
6/8/2014,60+ yrs,194,487,1880,4263,4527167,0.212678581,0.017354686,0.188435651,0.006888245,0.025084529
8/9/2015,60+ yrs,194,497,1804,4060,4665551,0.098164746,0.01200003,0.008928571,0.077236144,0.03978797
6/11/2017,60+ yrs,194,493,1738,4129,4950886,0.22166692,0.024812315,0.186581551,0.010273053,0.132434562
6/10/2018,60+ yrs,194,536,1952,4499,5098435,0.35929242,0.351513853,0.001322751,0.006455816,0.111389309
11/7/2010,60+ yrs,195,430,1462,3296,4024870,0.10524302,0.02568649,0.013888889,0.065667641,0.01615638
9/2/2012,60+ yrs,195,513,1710,3731,4264528,0.309553381,8.67E-18,0.074543878,0.235009502,0.07061983
7/14/2013,60+ yrs,195,496,1662,3774,4391538,0.131162802,0.091588085,0.029245952,0.010328765,0.038490217
9/17/2017,60+ yrs,195,499,1641,3853,4950886,0.186994854,0.0044256,0.03761556,0.144953694,0.019511163
7/1/2018,60+ yrs,195,563,2060,4748,5098435,0.239615652,0.206571229,0.003747886,0.029296536,0.070889985
10/9/2011,60+ yrs,196,479,1615,3661,4140047,0.14761677,8.67E-18,0.052909294,0.094707476,0.045020989
8/11/2013,60+ yrs,196,559,1864,4154,4391538,0.199477206,0.040447765,0.108376604,0.050652838,0.030186371
6/18/2017,60+ yrs,196,547,1738,4094,4950886,0.293939827,0.025412325,0.257156996,0.011370506,0.109341899
9/10/2017,60+ yrs,196,546,1786,4041,4950886,0.224496554,0.006156844,0.061215758,0.157123952,0.023115134
9/6/2009,60+ yrs,197,503,1710,3687,3923521,0.222688365,0.210068507,4.63E-18,0.012619858,0.015153472
6/2/2013,60+ yrs,197,484,1609,3692,4391538,0.36163142,0.339840659,0.01854877,0.00324199,0.066034452
8/28/2016,60+ yrs,197,505,1731,3906,4806961,0.351118565,0.178101235,0.132107946,0.040909384,0.026631028
8/14/2011,60+ yrs,198,526,1830,4066,4140047,0.124400871,0.008888889,0.064008715,0.051503268,0.072476398
9/1/2013,60+ yrs,198,525,1725,3883,4391538,0.243674086,0.023912598,0.108719564,0.111041924,0.019517745
5/24/2009,60+ yrs,199,458,1622,3636,3923521,0.24599473,0,0.24599473,0,0.096275801
5/9/2010,60+ yrs,199,444,1525,3516,4024870,0.068575967,0.018319577,0.017143992,0.033112398,0.175823479
9/4/2011,60+ yrs,199,490,1613,3677,4140047,0.180456858,0.004381883,0.085707051,0.090367923,0.058056751
7/22/2012,60+ yrs,199,522,1731,3809,4264528,0.298734325,8.67E-18,0.221930865,0.07680346,0.064358266
6/30/2013,60+ yrs,199,508,1793,4059,4391538,0.242393137,0.182175963,0.046501592,0.013715582,0.048742579
1/3/2016,60+ yrs,199,507,1993,4643,4806961,0.027777778,1.42E-17,-6.94E-18,0.027777778,0.006802721
5/1/2011,60+ yrs,200,467,1506,3533,4140047,0.132128398,0.116595854,0.013313609,0.002218935,0.193724696
8/21/2011,60+ yrs,200,457,1682,3742,4140047,0.144517066,0.004840232,0.0686565,0.071020334,0.073275236
8/4/2013,60+ yrs,200,488,1662,3813,4391538,0.179548722,0.047439058,0.095148305,0.03696136,0.031930659
4/24/2011,60+ yrs,201,449,1559,3529,4140047,0.077020039,0.061487494,0.013313609,0.002218935,0.256435395
8/17/2014,60+ yrs,201,535,1827,3957,4527167,0.230769231,0.016787105,0.128878984,0.085103142,0.006811707
7/30/2017,60+ yrs,201,542,1886,4259,4950886,0.31730512,0.023740988,0.239072579,0.054491553,0.062250546
9/25/2011,60+ yrs,202,467,1562,3655,4140047,0.252790225,8.67E-18,0.083107008,0.169683218,0.039959081
6/3/2018,60+ yrs,202,525,1934,4544,5098435,0.34522428,0.341179085,-1.45E-18,0.004045195,0.138833309
9/15/2013,60+ yrs,203,496,1659,3685,4391538,0.252651262,0.018341821,0.112134287,0.122175154,0.022612642
9/5/2010,60+ yrs,204,493,1555,3402,4024870,0.288001214,0.062325452,0.061373901,0.164301861,0.013663176
9/16/2012,60+ yrs,204,511,1687,3648,4264528,0.204864923,8.67E-18,0.040658069,0.164206854,0.064470919
7/15/2018,60+ yrs,204,565,2003,4587,5098435,0.170082618,0.097917008,0.018368001,0.053797609,0.038109621
9/20/2009,60+ yrs,205,503,1554,3438,3923521,0.071794042,0.047043263,0.006048387,0.018702392,0.013039179
5/31/2015,60+ yrs,205,570,1924,4365,4665551,0.433844462,0.229944991,0.171525443,0.032374028,0.110399413
5/10/2009,60+ yrs,206,463,1532,3540,3923521,0.123063973,0,0.117508418,0.005555556,0.104713805
7/26/2015,60+ yrs,206,522,1811,4130,4665551,0.064828718,0.006551227,0.006666667,0.051610824,0.044703789
5/22/2011,60+ yrs,207,487,1619,3569,4140047,0.30009649,0.285054179,0.012320548,0.002721764,0.088105877
10/2/2011,60+ yrs,207,499,1577,3538,4140047,0.226165555,8.67E-18,0.075887747,0.150277808,0.034669144
7/1/2012,60+ yrs,207,562,1870,4081,4264528,0.236744927,0.003166715,0.167376262,0.06620195,0.09277072
8/18/2013,60+ yrs,207,520,1781,3844,4391538,0.205749608,0.035988813,0.104469687,0.065291108,0.028028519
9/7/2014,60+ yrs,207,479,1690,3764,4527167,0.139978397,0.004160799,0.042641564,0.093176033,0.004570242
6/5/2016,60+ yrs,208,539,1867,4286,4806961,0.221812422,0.005453502,0.038546522,0.177812398,0.210312562
7/3/2016,60+ yrs,209,586,2078,4669,4806961,0.269004307,0.020738559,0.08470015,0.163565598,0.127961614
8/7/2016,60+ yrs,210,575,1940,4358,4806961,0.341667322,0.101859749,0.168315416,0.071492157,0.041087123
8/13/2017,60+ yrs,210,571,1776,4243,4950886,0.322680238,0.012068938,0.228463985,0.082147315,0.036450938
6/23/2013,60+ yrs,211,536,1709,3800,4391538,0.301570512,0.250742348,0.036136037,0.014692127,0.059387578
7/20/2014,60+ yrs,211,571,1849,4195,4527167,0.33544302,0.050034595,0.235285276,0.050123149,0.00652192
7/9/2017,60+ yrs,211,606,1939,4450,4950886,0.306608197,0.021394598,0.262849043,0.022364556,0.125558246
7/7/2013,60+ yrs,213,505,1601,3778,4391538,0.168905221,0.117625721,0.039654062,0.011625438,0.045920839
6/12/2016,60+ yrs,213,543,1935,4441,4806961,0.243170511,0.009493906,0.047001009,0.186675596,0.168238644
7/24/2016,60+ yrs,213,565,2034,4459,4806961,0.328467849,0.050941475,0.192017264,0.08550911,0.055252079
7/31/2016,60+ yrs,213,535,1962,4491,4806961,0.341452932,0.087727592,0.164739674,0.088985665,0.055697791
6/17/2012,60+ yrs,214,511,1779,3918,4264528,0.219129445,0.001572327,0.14422133,0.073335789,0.092035305
6/22/2014,60+ yrs,214,570,1922,4310,4527167,0.319697049,0.01320041,0.296480205,0.010016433,0.009266443
7/19/2009,60+ yrs,215,540,1862,4118,3923521,0.124893119,0.023504274,0.091758027,0.009630819,0.039849979
7/25/2010,60+ yrs,215,526,1735,3715,4024870,0.184060602,0.014194055,0.081934257,0.087932291,0.026588744
6/10/2012,60+ yrs,215,563,1763,3978,4264528,0.181709498,8.67E-18,0.110398349,0.071311148,0.09382302
7/13/2014,60+ yrs,217,592,2059,4561,4527167,0.303559421,0.036249328,0.236148798,0.031161294,0.004598893
8/2/2015,60+ yrs,217,510,1961,4361,4665551,0.088003321,0.007305195,0.008928571,0.071769555,0.046251408
6/19/2016,60+ yrs,217,518,1823,4173,4806961,0.269249639,0.00998668,0.062059052,0.197203907,0.159046509
7/8/2018,60+ yrs,217,596,1964,4435,5098435,0.196789574,0.143753217,0.006098062,0.046938295,0.039879911
7/26/2009,60+ yrs,218,530,1811,3990,3923521,0.119640538,0.037731916,0.072423528,0.009485095,0.028933746
6/26/2016,60+ yrs,218,531,1980,4489,4806961,0.262003262,0.01328471,0.066379007,0.182339545,0.140047995
8/1/2010,60+ yrs,219,519,1717,3766,4024870,0.238852544,0.027127118,0.070166228,0.141559197,0.021860612
5/15/2011,60+ yrs,219,499,1575,3552,4140047,0.225678965,0.215045825,0.007911376,0.002721764,0.106420181
9/3/2017,60+ yrs,220,552,1839,4255,4950886,0.252449919,0.00763177,0.082215899,0.162602249,0.020196497
9/18/2011,60+ yrs,221,473,1605,3548,4140047,0.268010925,8.67E-18,0.091217466,0.176793459,0.035139193
6/9/2013,60+ yrs,221,502,1722,3909,4391538,0.379007936,0.354151081,0.017129096,0.007727759,0.06916469
6/15/2014,60+ yrs,221,560,1926,4253,4527167,0.260634312,0.015546321,0.23653496,0.008553031,0.014940878
7/16/2017,60+ yrs,222,616,2023,4475,4950886,0.296922758,0.018562995,0.238308485,0.040051279,0.113047373
8/3/2014,60+ yrs,223,544,1836,4037,4527167,0.361544422,0.048035853,0.22855286,0.084955709,0.006784662
8/27/2017,60+ yrs,224,524,1770,4212,4950886,0.286545717,0.008905415,0.126388977,0.151251326,0.024017429
6/6/2010,60+ yrs,225,509,1758,3922,4024870,0.091338442,0.018416206,0.020109309,0.052812927,0.124908313
8/19/2012,60+ yrs,225,608,2008,4395,4264528,0.39227574,0.001137656,0.161044957,0.230093127,0.046996233
7/27/2014,60+ yrs,225,539,1838,4042,4527167,0.34810773,0.047454987,0.236261379,0.064391364,0.006651548
7/2/2017,60+ yrs,225,618,1952,4456,4950886,0.338519594,0.025524644,0.299676482,0.013318468,0.115664236
7/17/2016,60+ yrs,226,561,1913,4258,4806961,0.303289961,0.042955208,0.150742447,0.109592306,0.076499031
6/17/2018,60+ yrs,226,565,1914,4544,5098435,0.339989979,0.324001231,0.001322751,0.014665997,0.099363609
5/30/2010,60+ yrs,227,504,1734,3905,4024870,0.067893148,0.018416206,0.014732965,0.034743977,0.141813312
7/11/2010,60+ yrs,227,545,1871,3968,4024870,0.180875881,0.01803728,0.055205914,0.107632687,0.022122353
7/24/2011,60+ yrs,227,516,1849,4034,4140047,0.133050535,0.0767876,0.025030999,0.031231935,0.068901289
5/31/2009,60+ yrs,228,550,1899,4033,3923521,0.319227053,0,0.319227053,0,0.070662526
7/23/2017,60+ yrs,229,565,1844,4327,4950886,0.301680836,0.023107728,0.232751606,0.045821502,0.099348675
8/7/2011,60+ yrs,230,541,1879,4012,4140047,0.122490785,0.04111344,0.042867322,0.038510023,0.086638988
8/20/2017,60+ yrs,230,605,1969,4464,4950886,0.300723604,0.00846616,0.179016169,0.113241275,0.032041365
8/29/2010,60+ yrs,232,513,1655,3706,4024870,0.251337631,0.045449944,0.059759234,0.146128453,0.020755374
7/31/2011,60+ yrs,234,560,1913,4040,4140047,0.114464183,0.050710082,0.033076631,0.03067747,0.069783123
6/24/2018,60+ yrs,234,579,1967,4382,5098435,0.280288486,0.253196717,0.001322751,0.025769018,0.079463111
8/12/2012,60+ yrs,235,619,2013,4405,4264528,0.395168978,0.001137656,0.202078684,0.191952637,0.046409199
8/22/2010,60+ yrs,236,522,1701,3715,4024870,0.218433655,0.034990649,0.030792355,0.15265065,0.019912711
6/13/2010,60+ yrs,237,530,1803,4095,4024870,0.117585162,0.018416206,0.030607997,0.068560958,0.104607279
8/8/2010,60+ yrs,237,560,1807,3941,4024870,0.259021974,0.023204411,0.060028404,0.175789159,0.023785104
7/5/2015,60+ yrs,238,566,1889,4267,4665551,0.165142716,0.063939774,0.064008889,0.037194053,0.103897799
7/4/2010,60+ yrs,239,530,1812,4026,4024870,0.238646314,0.016062252,0.061366831,0.161217231,0.043284188
8/9/2009,60+ yrs,240,556,1709,3735,3923521,0.138854145,0.098415676,0.010298103,0.030140366,0.047868459
6/27/2010,60+ yrs,240,525,1826,4080,4024870,0.215597259,0.016062252,0.055433594,0.144101413,0.070362669
7/18/2010,60+ yrs,240,558,1831,3925,4024870,0.151451615,0.012196378,0.056414962,0.082840275,0.018392902
6/7/2009,60+ yrs,242,560,1847,4207,3923521,0.337560386,0,0.337560386,0,0.055900621
8/23/2009,60+ yrs,242,591,1871,3978,3923521,0.347770415,0.313772978,0.003158677,0.03083876,0.033131662
6/19/2011,60+ yrs,243,569,1847,3946,4140047,0.384582248,0.315498612,0.04846465,0.020618986,0.062036837
8/5/2012,60+ yrs,243,653,1974,4371,4264528,0.359259084,0.001137656,0.21627809,0.141843337,0.05233897
5/29/2011,60+ yrs,245,531,1832,4077,4140047,0.38411291,0.363727883,0.014625148,0.005759879,0.066746535
6/16/2013,60+ yrs,245,588,1818,3997,4391538,0.359865884,0.321845744,0.025990806,0.012029333,0.062596134
7/17/2011,60+ yrs,248,545,1882,4045,4140047,0.1573063,0.099347,0.035462516,0.022496785,0.060788081
6/14/2009,60+ yrs,249,589,1837,4093,3923521,0.361794171,0,0.361794171,0,0.059068436
8/30/2009,60+ yrs,249,585,1766,3818,3923521,0.337336169,0.319619043,0.003158677,0.014558449,0.021735651
6/5/2011,60+ yrs,249,599,2064,4481,4140047,0.451734316,0.41537568,0.021767577,0.014591059,0.056067973
8/16/2009,60+ yrs,253,581,1826,3846,3923521,0.255698006,0.220011148,0.008714233,0.026972625,0.058048433
6/12/2011,60+ yrs,253,587,1888,4057,4140047,0.435919949,0.372892406,0.038873999,0.024153545,0.061122286
6/28/2015,60+ yrs,253,623,2028,4428,4665551,0.255518013,0.113705726,0.115942863,0.025869425,0.124962101
8/15/2010,60+ yrs,256,543,1756,3892,4024870,0.230308702,0.024752833,0.028715482,0.176840386,0.015639207
7/10/2011,60+ yrs,259,624,1991,4267,4140047,0.218071239,0.157923168,0.040906271,0.0192418,0.073004926
8/2/2009,60+ yrs,261,599,1924,4056,3923521,0.103241609,0.059954138,0.033802376,0.009485095,0.049292961
6/7/2015,60+ yrs,261,638,2141,4625,4665551,0.435313479,0.242863524,0.162535561,0.029914394,0.087901879
6/20/2010,60+ yrs,262,606,1941,4259,4024870,0.153452064,0.003344121,0.045972119,0.104135824,0.108397799
7/6/2014,60+ yrs,262,657,2170,4689,4527167,0.329404461,0.032083764,0.273615909,0.023704788,0.004740553
6/14/2015,60+ yrs,262,678,2072,4632,4665551,0.416180116,0.228717487,0.167825069,0.01963756,0.095675265
6/29/2014,60+ yrs,263,625,1968,4294,4527167,0.339271277,0.02061673,0.304929954,0.013724593,0.005034764
7/5/2009,60+ yrs,266,606,1979,4252,3923521,0.14267411,0,0.133043291,0.009630819,0.065244986
7/3/2011,60+ yrs,268,621,1912,4196,4140047,0.275691397,0.21688119,0.051477154,0.007333052,0.06737722
6/26/2011,60+ yrs,272,621,2033,4338,4140047,0.322540169,0.251818551,0.05382608,0.016895538,0.069380388
6/21/2009,60+ yrs,274,607,1870,4026,3923521,0.301315972,0,0.301315972,0,0.060324213
7/12/2009,60+ yrs,281,572,1878,4029,3923521,0.136217905,0,0.126587087,0.009630819,0.056196133
6/28/2009,60+ yrs,284,635,2063,4474,3923521,0.234649305,0,0.234649305,0,0.077586117
6/21/2015,60+ yrs,315,721,2060,4590,4665551,0.342823346,0.169643298,0.148211795,0.024968253,0.119783074
